[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-bluray (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-caca (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-cddb (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-chromecast (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-dca (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-dvb (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-dvd (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-ffmpeg (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-firewire (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-fluidsynth (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-freetype (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-gme (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-gstreamer (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-jack (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-kate (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-libsecret (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-lirc (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-live555 (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-mad (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-mdns (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-modplug (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-mpeg2 (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-mtp (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-musepack (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-nfs (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-notify (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-samplerate (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-sdl (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-sftp (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-smb (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-soxr (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-srt (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-svg (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-udev (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-upnp (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-x264 (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-x265 (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugin-zvbi (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugins-extra (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugins-visualization (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded vlc-plugins-all (3.0.23_2-14 -> 3.0.23_2-16)
[2026-09-23T13:07:00+0700] [ALPM] upgraded yyjson (0.12.0-1 -> 0.13.0-1)
